Assembly Accession	Organism Name	Assembly BioSample Host	Assembly BioSample Isolation source	Assembly BioSample Source type	Assembly BioSample Description Comment	Annotation BUSCO Complete	Annotation Count Gene Total	Annotation Method	Assembly Assembly Method	Assembly BioSample Accession	Assembly BioSample Strain	Assembly BioSample Sub-species	Assembly BioSample Tissue	Assembly Level	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Contigs	Assembly Stats Number of Scaffolds	CheckM completeness	CheckM contamination	CheckM version	Assembly BioProject Accession	Assembly BioSample Age	host_text	cleaned_host
GCF_000360125.1	Staphylococcus aureus M0102	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2839	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41779	SAMN00792134	M0102	NA	NA	Scaffold	2	831410	NA	33	167	7	6	98.87	0.42	v1.2.3	PRJNA88577	NA	homo sapiens | genome sequencing of mrsa	human
GCA_000360125.1	Staphylococcus aureus M0102	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2684	NA	allpaths v. R41779	SAMN00792134	M0102	NA	NA	Scaffold	2	831410	NA	33	167	7	6	98.87	0.42	v1.2.3	PRJNA88577	NA	homo sapiens | genome sequencing of mrsa	human
GCF_000360145.1	Staphylococcus aureus M0103	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2936	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41759	SAMN00792135	M0103	NA	NA	Scaffold	3	225101	NA	33	167	33	11	98.08	0.39	v1.2.4	PRJNA88579	NA	homo sapiens | genome sequencing of mrsa	human
GCA_000360145.1	Staphylococcus aureus M0103	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2804	NA	allpaths v. R41759	SAMN00792135	M0103	NA	NA	Scaffold	3	225101	NA	33	167	33	11	98.08	0.39	v1.2.4	PRJNA88579	NA	homo sapiens | genome sequencing of mrsa	human
GCF_000360165.1	Staphylococcus aureus M0104	homo sapiens	icu	NA	NA	NA	2935	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41779	SAMN01125832	M0104	NA	NA	Scaffold	3	277588	NA	33	123	28	10	97.69	0.39	v1.2.4	PRJNA173467	NA	homo sapiens | icu	human
GCA_000360165.1	Staphylococcus aureus M0104	homo sapiens	icu	NA	NA	NA	2797	NA	allpaths v. R41779	SAMN01125832	M0104	NA	NA	Scaffold	3	277588	NA	33	123	28	10	97.69	0.39	v1.2.4	PRJNA173467	NA	homo sapiens | icu	human
GCF_000531835.1	Staphylococcus aureus M0105	homo sapiens	urine (nephrostomy)	NA	NA	NA	2969	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325684	M0105	NA	NA	Scaffold	4	309874	NA	33	139	26	10	98.28	0.86	v1.2.3	PRJNA216733	NA	homo sapiens | urine (nephrostomy)	human
GCA_000531835.1	Staphylococcus aureus M0105	homo sapiens	urine (nephrostomy)	NA	NA	NA	2824	NA	allpaths v. R47784	SAMN02325684	M0105	NA	NA	Scaffold	4	309874	NA	33	139	26	10	98.28	0.86	v1.2.3	PRJNA216733	NA	homo sapiens | urine (nephrostomy)	human
GCF_000360185.1	Staphylococcus aureus M0108	homo sapiens	NA	NA	NA	NA	2867	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R42179	SAMN00809161	M0108	NA	NA	Scaffold	5	291420	NA	33	141	21	5	98.75	0.39	v1.2.3	PRJNA88929	NA	homo sapiens	human
GCA_000360185.1	Staphylococcus aureus M0108	homo sapiens	NA	NA	NA	NA	2723	NA	allpaths v. R42179	SAMN00809161	M0108	NA	NA	Scaffold	5	291420	NA	33	141	21	5	98.75	0.39	v1.2.3	PRJNA88929	NA	homo sapiens	human
GCF_000552205.1	Staphylococcus aureus M0110	homo sapiens	nares	NA	NA	NA	2882	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325187	M0110	NA	NA	Scaffold	2	720127	NA	33	116	21	17	98.55	0.33	v1.2.3	PRJNA216232	NA	homo sapiens | nares	human
GCA_000552205.1	Staphylococcus aureus M0110	homo sapiens	nares	NA	NA	NA	2738	NA	allpaths v. R48319	SAMN02325187	M0110	NA	NA	Scaffold	2	720127	NA	33	116	21	17	98.55	0.33	v1.2.3	PRJNA216232	NA	homo sapiens | nares	human
GCF_000552245.1	Staphylococcus aureus M0112	homo sapiens	nares	NA	NA	NA	2970	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325189	M0112	NA	NA	Scaffold	4	274060	NA	33	117	31	26	98.28	0.39	v1.2.3	PRJNA216234	NA	homo sapiens | nares	human
GCA_000552245.1	Staphylococcus aureus M0112	homo sapiens	nares	NA	NA	NA	2834	NA	allpaths v. R48319	SAMN02325189	M0112	NA	NA	Scaffold	4	274060	NA	33	117	31	26	98.28	0.39	v1.2.3	PRJNA216234	NA	homo sapiens | nares	human
GCF_000552265.1	Staphylococcus aureus M0115	homo sapiens	nares	NA	NA	NA	2928	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325191	M0115	NA	NA	Scaffold	2	689740	NA	33	118	24	23	98.28	0.39	v1.2.3	PRJNA216236	NA	homo sapiens | nares	human
GCA_000552265.1	Staphylococcus aureus M0115	homo sapiens	nares	NA	NA	NA	2785	NA	allpaths v. R48319	SAMN02325191	M0115	NA	NA	Scaffold	2	689740	NA	33	118	24	23	98.28	0.39	v1.2.3	PRJNA216236	NA	homo sapiens | nares	human
GCF_000552285.1	Staphylococcus aureus M0116	homo sapiens	nares	NA	NA	NA	2954	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325192	M0116	NA	NA	Scaffold	3	329720	NA	33	116	25	22	98.87	0.39	v1.2.3	PRJNA216237	NA	homo sapiens | nares	human
GCA_000552285.1	Staphylococcus aureus M0116	homo sapiens	nares	NA	NA	NA	2810	NA	allpaths v. R48319	SAMN02325192	M0116	NA	NA	Scaffold	3	329720	NA	33	116	25	22	98.87	0.39	v1.2.3	PRJNA216237	NA	homo sapiens | nares	human
GCF_000552325.1	Staphylococcus aureus M0118	homo sapiens	wound	NA	NA	NA	2858	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47683	SAMN02325194	M0118	NA	NA	Scaffold	4	284048	NA	33	86	39	38	98.55	0.62	v1.2.3	PRJNA216239	NA	homo sapiens | wound	human
GCA_000552325.1	Staphylococcus aureus M0118	homo sapiens	wound	NA	NA	NA	2708	NA	allpaths v. R47683	SAMN02325194	M0118	NA	NA	Scaffold	4	284048	NA	33	86	39	38	98.55	0.62	v1.2.3	PRJNA216239	NA	homo sapiens | wound	human
GCF_000552345.1	Staphylococcus aureus M0119	homo sapiens	wound	NA	NA	NA	2838	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325195	M0119	NA	NA	Scaffold	3	424336	NA	33	116	16	14	98.72	0.39	v1.2.3	PRJNA216240	NA	homo sapiens | wound	human
GCA_000552345.1	Staphylococcus aureus M0119	homo sapiens	wound	NA	NA	NA	2689	NA	allpaths v. R48319	SAMN02325195	M0119	NA	NA	Scaffold	3	424336	NA	33	116	16	14	98.72	0.39	v1.2.3	PRJNA216240	NA	homo sapiens | wound	human
GCF_000552365.1	Staphylococcus aureus M0120	homo sapiens	sputum	NA	NA	NA	2946	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325196	M0120	NA	NA	Scaffold	3	332793	NA	33	115	31	29	98.28	0.39	v1.2.3	PRJNA216241	NA	homo sapiens | sputum	human
GCA_000552365.1	Staphylococcus aureus M0120	homo sapiens	sputum	NA	NA	NA	2809	NA	allpaths v. R48319	SAMN02325196	M0120	NA	NA	Scaffold	3	332793	NA	33	115	31	29	98.28	0.39	v1.2.3	PRJNA216241	NA	homo sapiens | sputum	human
GCF_000530965.1	Staphylococcus aureus M0121	homo sapiens	wound	NA	NA	NA	2915	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325666	M0121	NA	NA	Scaffold	3	451233	NA	33	158	29	22	98.28	0.39	v1.2.3	PRJNA216715	NA	homo sapiens | wound	human
GCA_000530965.1	Staphylococcus aureus M0121	homo sapiens	wound	NA	NA	NA	2758	NA	allpaths v. R47784	SAMN02325666	M0121	NA	NA	Scaffold	3	451233	NA	33	158	29	22	98.28	0.39	v1.2.3	PRJNA216715	NA	homo sapiens | wound	human
GCF_000552385.1	Staphylococcus aureus M0122	homo sapiens	wound	NA	NA	NA	2935	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325197	M0122	NA	NA	Scaffold	3	332761	NA	33	115	34	29	98.28	0.45	v1.2.3	PRJNA216242	NA	homo sapiens | wound	human
GCA_000552385.1	Staphylococcus aureus M0122	homo sapiens	wound	NA	NA	NA	2796	NA	allpaths v. R48319	SAMN02325197	M0122	NA	NA	Scaffold	3	332761	NA	33	115	34	29	98.28	0.45	v1.2.3	PRJNA216242	NA	homo sapiens | wound	human
GCF_000552425.1	Staphylococcus aureus M0124	homo sapiens	sputum	NA	NA	NA	2883	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325199	M0124	NA	NA	Scaffold	3	416246	NA	33	114	22	18	98.55	0.33	v1.2.3	PRJNA216244	NA	homo sapiens | sputum	human
GCA_000552425.1	Staphylococcus aureus M0124	homo sapiens	sputum	NA	NA	NA	2743	NA	allpaths v. R48319	SAMN02325199	M0124	NA	NA	Scaffold	3	416246	NA	33	114	22	18	98.55	0.33	v1.2.3	PRJNA216244	NA	homo sapiens | sputum	human
GCF_000530995.1	Staphylococcus aureus M0130	homo sapiens	nares	NA	NA	NA	2933	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325667	M0130	NA	NA	Scaffold	5	282473	NA	33	162	44	33	98.28	0.39	v1.2.4	PRJNA216716	NA	homo sapiens | nares	human
GCA_000530995.1	Staphylococcus aureus M0130	homo sapiens	nares	NA	NA	NA	2788	NA	allpaths v. R47784	SAMN02325667	M0130	NA	NA	Scaffold	5	282473	NA	33	162	44	33	98.28	0.39	v1.2.4	PRJNA216716	NA	homo sapiens | nares	human
GCF_000552535.1	Staphylococcus aureus M0132	homo sapiens	sputum	NA	NA	NA	2890	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325205	M0132	NA	NA	Scaffold	7	143066	NA	33	90	40	36	98.87	0.39	v1.2.3	PRJNA216250	NA	homo sapiens | sputum	human
GCA_000552535.1	Staphylococcus aureus M0132	homo sapiens	sputum	NA	NA	NA	2726	NA	allpaths v. R48252	SAMN02325205	M0132	NA	NA	Scaffold	7	143066	NA	33	90	40	36	98.87	0.39	v1.2.3	PRJNA216250	NA	homo sapiens | sputum	human
GCF_000552565.1	Staphylococcus aureus M0134	homo sapiens	bronchoscopy	NA	NA	NA	2902	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325207	M0134	NA	NA	Scaffold	8	127590	NA	33	90	49	42	98.81	0.35	v1.2.3	PRJNA216252	NA	homo sapiens | bronchoscopy	human
GCA_000552565.1	Staphylococcus aureus M0134	homo sapiens	bronchoscopy	NA	NA	NA	2757	NA	allpaths v. R48252	SAMN02325207	M0134	NA	NA	Scaffold	8	127590	NA	33	90	49	42	98.81	0.35	v1.2.3	PRJNA216252	NA	homo sapiens | bronchoscopy	human
GCF_000552605.1	Staphylococcus aureus M0136	homo sapiens	sputum	NA	NA	NA	2890	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325209	M0136	NA	NA	Scaffold	5	159451	NA	33	93	44	40	98.52	0.39	v1.2.3	PRJNA216254	NA	homo sapiens | sputum	human
GCA_000552605.1	Staphylococcus aureus M0136	homo sapiens	sputum	NA	NA	NA	2750	NA	allpaths v. R48252	SAMN02325209	M0136	NA	NA	Scaffold	5	159451	NA	33	93	44	40	98.52	0.39	v1.2.3	PRJNA216254	NA	homo sapiens | sputum	human
GCF_000552645.1	Staphylococcus aureus M0138	homo sapiens	sputum	NA	NA	NA	2920	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325211	M0138	NA	NA	Scaffold	4	244733	NA	33	91	45	43	98.51	0.6	v1.2.3	PRJNA216256	NA	homo sapiens | sputum	human
GCA_000552645.1	Staphylococcus aureus M0138	homo sapiens	sputum	NA	NA	NA	2769	NA	allpaths v. R48252	SAMN02325211	M0138	NA	NA	Scaffold	4	244733	NA	33	91	45	43	98.51	0.6	v1.2.3	PRJNA216256	NA	homo sapiens | sputum	human
GCF_000531015.1	Staphylococcus aureus M0139	homo sapiens	blood	NA	NA	NA	2715	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325668	M0139	NA	NA	Scaffold	3	281365	NA	32.5	142	32	11	98.78	0.45	v1.2.3	PRJNA216717	NA	homo sapiens | blood	human
GCA_000531015.1	Staphylococcus aureus M0139	homo sapiens	blood	NA	NA	NA	2575	NA	allpaths v. R47784	SAMN02325668	M0139	NA	NA	Scaffold	3	281365	NA	32.5	142	32	11	98.78	0.45	v1.2.3	PRJNA216717	NA	homo sapiens | blood	human
GCF_000552665.1	Staphylococcus aureus M0141	homo sapiens	nares	NA	NA	NA	2834	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325212	M0141	NA	NA	Scaffold	5	196833	NA	33	97	48	47	98.72	1.32	v1.2.3	PRJNA216257	NA	homo sapiens | nares	human
GCA_000552665.1	Staphylococcus aureus M0141	homo sapiens	nares	NA	NA	NA	2686	NA	allpaths v. R48252	SAMN02325212	M0141	NA	NA	Scaffold	5	196833	NA	33	97	48	47	98.72	1.32	v1.2.3	PRJNA216257	NA	homo sapiens | nares	human
GCF_000360205.1	Staphylococcus aureus M0144	homo sapiens	NA	NA	NA	NA	2934	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R42314	SAMN00809162	M0144	NA	NA	Scaffold	3	421717	NA	33	165	23	5	97.69	0.39	v1.2.4	PRJNA88931	NA	homo sapiens	human
GCA_000360205.1	Staphylococcus aureus M0144	homo sapiens	NA	NA	NA	NA	2783	NA	allpaths v. R42314	SAMN00809162	M0144	NA	NA	Scaffold	3	421717	NA	33	165	23	5	97.69	0.39	v1.2.4	PRJNA88931	NA	homo sapiens	human
GCF_000552725.1	Staphylococcus aureus M0145	homo sapiens	bronchial washings	NA	NA	NA	2890	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325215	M0145	NA	NA	Scaffold	5	220291	NA	33	92	49	48	98.13	0.98	v1.2.3	PRJNA216260	NA	homo sapiens | bronchial washings	human
GCA_000552725.1	Staphylococcus aureus M0145	homo sapiens	bronchial washings	NA	NA	NA	2738	NA	allpaths v. R48252	SAMN02325215	M0145	NA	NA	Scaffold	5	220291	NA	33	92	49	48	98.13	0.98	v1.2.3	PRJNA216260	NA	homo sapiens | bronchial washings	human
GCF_000552765.1	Staphylococcus aureus M0147	homo sapiens	nares	NA	NA	NA	2901	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325217	M0147	NA	NA	Scaffold	7	146176	NA	33	92	41	38	98.87	0.42	v1.2.3	PRJNA216262	NA	homo sapiens | nares	human
GCA_000552765.1	Staphylococcus aureus M0147	homo sapiens	nares	NA	NA	NA	2750	NA	allpaths v. R48252	SAMN02325217	M0147	NA	NA	Scaffold	7	146176	NA	33	92	41	38	98.87	0.42	v1.2.3	PRJNA216262	NA	homo sapiens | nares	human
GCF_000552785.1	Staphylococcus aureus M0148	homo sapiens	sputum	NA	NA	NA	2844	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325218	M0148	NA	NA	Scaffold	5	169671	NA	33	93	33	30	98.87	1.06	v1.2.3	PRJNA216263	NA	homo sapiens | sputum	human
GCA_000552785.1	Staphylococcus aureus M0148	homo sapiens	sputum	NA	NA	NA	2699	NA	allpaths v. R48252	SAMN02325218	M0148	NA	NA	Scaffold	5	169671	NA	33	93	33	30	98.87	1.06	v1.2.3	PRJNA216263	NA	homo sapiens | sputum	human
GCF_000552805.1	Staphylococcus aureus M0149	homo sapiens	nares	NA	NA	NA	2884	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325219	M0149	NA	NA	Scaffold	6	146190	NA	33	94	42	39	98.52	0.39	v1.2.3	PRJNA216264	NA	homo sapiens | nares	human
GCA_000552805.1	Staphylococcus aureus M0149	homo sapiens	nares	NA	NA	NA	2740	NA	allpaths v. R48252	SAMN02325219	M0149	NA	NA	Scaffold	6	146190	NA	33	94	42	39	98.52	0.39	v1.2.3	PRJNA216264	NA	homo sapiens | nares	human
GCF_000360225.1	Staphylococcus aureus M0150	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2992	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41779	SAMN00792136	M0150	NA	NA	Scaffold	2	293723	NA	33	167	37	7	98.28	0.39	v1.2.3	PRJNA88581	NA	homo sapiens | genome sequencing of mrsa	human
GCA_000360225.1	Staphylococcus aureus M0150	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2850	NA	allpaths v. R41779	SAMN00792136	M0150	NA	NA	Scaffold	2	293723	NA	33	167	37	7	98.28	0.39	v1.2.3	PRJNA88581	NA	homo sapiens | genome sequencing of mrsa	human
GCF_000531035.1	Staphylococcus aureus M0152	homo sapiens	pleural fluid	NA	NA	NA	2897	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325669	M0152	NA	NA	Scaffold	3	342226	NA	33	147	22	15	98.87	0.42	v1.2.3	PRJNA216718	NA	homo sapiens | pleural fluid	human
GCA_000531035.1	Staphylococcus aureus M0152	homo sapiens	pleural fluid	NA	NA	NA	2746	NA	allpaths v. R47784	SAMN02325669	M0152	NA	NA	Scaffold	3	342226	NA	33	147	22	15	98.87	0.42	v1.2.3	PRJNA216718	NA	homo sapiens | pleural fluid	human
GCF_000360245.1	Staphylococcus aureus M0154	homo sapiens	NA	NA	NA	NA	2879	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R42328	SAMN00809163	M0154	NA	NA	Scaffold	2	711502	NA	33	129	20	11	98.55	0.33	v1.2.4	PRJNA88933	NA	homo sapiens	human
GCA_000360245.1	Staphylococcus aureus M0154	homo sapiens	NA	NA	NA	NA	2725	NA	allpaths v. R42328	SAMN00809163	M0154	NA	NA	Scaffold	2	711502	NA	33	129	20	11	98.55	0.33	v1.2.4	PRJNA88933	NA	homo sapiens	human
GCF_000552945.1	Staphylococcus aureus M0161	homo sapiens	urine	NA	NA	NA	2901	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325227	M0161	NA	NA	Scaffold	5	175563	NA	33	94	49	47	98.45	0.33	v1.2.3	PRJNA216272	NA	homo sapiens | urine	human
GCA_000552945.1	Staphylococcus aureus M0161	homo sapiens	urine	NA	NA	NA	2748	NA	allpaths v. R48252	SAMN02325227	M0161	NA	NA	Scaffold	5	175563	NA	33	94	49	47	98.45	0.33	v1.2.3	PRJNA216272	NA	homo sapiens | urine	human
GCF_000553045.1	Staphylococcus aureus M0166	homo sapiens	sputum	NA	NA	NA	2870	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325232	M0166	NA	NA	Scaffold	7	148253	NA	33	90	36	33	98.87	0.49	v1.2.3	PRJNA216277	NA	homo sapiens | sputum	human
GCA_000553045.1	Staphylococcus aureus M0166	homo sapiens	sputum	NA	NA	NA	2721	NA	allpaths v. R48252	SAMN02325232	M0166	NA	NA	Scaffold	7	148253	NA	33	90	36	33	98.87	0.49	v1.2.3	PRJNA216277	NA	homo sapiens | sputum	human
GCF_000531065.1	Staphylococcus aureus M0167	homo sapiens	nares	NA	NA	NA	2902	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325670	M0167	NA	NA	Scaffold	3	443421	NA	33	140	20	15	98.51	0.56	v1.2.3	PRJNA216719	NA	homo sapiens | nares	human
GCA_000531065.1	Staphylococcus aureus M0167	homo sapiens	nares	NA	NA	NA	2756	NA	allpaths v. R47784	SAMN02325670	M0167	NA	NA	Scaffold	3	443421	NA	33	140	20	15	98.51	0.56	v1.2.3	PRJNA216719	NA	homo sapiens | nares	human
GCF_000360265.1	Staphylococcus aureus M0171	homo sapiens	icu	NA	NA	NA	2949	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41759	SAMN01125833	M0171	NA	NA	Scaffold	3	466955	NA	33	167	28	9	98.28	0.39	v1.2.4	PRJNA173468	NA	homo sapiens | icu	human
GCA_000360265.1	Staphylococcus aureus M0171	homo sapiens	icu	NA	NA	NA	2810	NA	allpaths v. R41759	SAMN01125833	M0171	NA	NA	Scaffold	3	466955	NA	33	167	28	9	98.28	0.39	v1.2.4	PRJNA173468	NA	homo sapiens | icu	human
GCF_000553125.1	Staphylococcus aureus M0172	homo sapiens	sputum	NA	NA	NA	2908	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325236	M0172	NA	NA	Scaffold	6	154316	NA	33	91	43	40	98.81	0.61	v1.2.3	PRJNA216281	NA	homo sapiens | sputum	human
GCA_000553125.1	Staphylococcus aureus M0172	homo sapiens	sputum	NA	NA	NA	2763	NA	allpaths v. R48252	SAMN02325236	M0172	NA	NA	Scaffold	6	154316	NA	33	91	43	40	98.81	0.61	v1.2.3	PRJNA216281	NA	homo sapiens | sputum	human
GCF_000360285.1	Staphylococcus aureus M0173	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2887	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41759	SAMN00792138	M0173	NA	NA	Scaffold	2	807070	NA	33	167	14	4	98.54	0.39	v1.2.3	PRJNA88583	NA	homo sapiens | genome sequencing of mrsa	human
GCA_000360285.1	Staphylococcus aureus M0173	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2743	NA	allpaths v. R41759	SAMN00792138	M0173	NA	NA	Scaffold	2	807070	NA	33	167	14	4	98.54	0.39	v1.2.3	PRJNA88583	NA	homo sapiens | genome sequencing of mrsa	human
GCF_000531115.1	Staphylococcus aureus M0176	homo sapiens	bronchial alveolar lavage	NA	NA	NA	2942	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325671	M0176	NA	NA	Scaffold	5	286416	NA	33	295	28	14	98.23	0.62	v1.2.3	PRJNA216720	NA	homo sapiens | bronchial alveolar lavage	human
GCA_000531115.1	Staphylococcus aureus M0176	homo sapiens	bronchial alveolar lavage	NA	NA	NA	2793	NA	allpaths v. R47784	SAMN02325671	M0176	NA	NA	Scaffold	5	286416	NA	33	295	28	14	98.23	0.62	v1.2.3	PRJNA216720	NA	homo sapiens | bronchial alveolar lavage	human
GCF_000360305.1	Staphylococcus aureus M0177	homo sapiens	NA	NA	NA	NA	2868	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R42314	SAMN00809164	M0177	NA	NA	Scaffold	2	385880	NA	33	165	18	6	98.55	0.33	v1.2.3	PRJNA88935	NA	homo sapiens	human
GCA_000360305.1	Staphylococcus aureus M0177	homo sapiens	NA	NA	NA	NA	2716	NA	allpaths v. R42314	SAMN00809164	M0177	NA	NA	Scaffold	2	385880	NA	33	165	18	6	98.55	0.33	v1.2.3	PRJNA88935	NA	homo sapiens	human
GCF_000553225.1	Staphylococcus aureus M0181	homo sapiens	blood	NA	NA	NA	2910	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325242	M0181	NA	NA	Scaffold	4	246785	NA	33	93	41	39	98.55	0.33	v1.2.3	PRJNA216287	NA	homo sapiens | blood	human
GCA_000553225.1	Staphylococcus aureus M0181	homo sapiens	blood	NA	NA	NA	2750	NA	allpaths v. R48252	SAMN02325242	M0181	NA	NA	Scaffold	4	246785	NA	33	93	41	39	98.55	0.33	v1.2.3	PRJNA216287	NA	homo sapiens | blood	human
GCF_000553245.1	Staphylococcus aureus M0182	homo sapiens	NA	NA	NA	NA	2889	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325243	M0182	NA	NA	Scaffold	4	327765	NA	33	115	25	24	98.11	0.39	v1.2.3	PRJNA216288	NA	homo sapiens	human
GCA_000553245.1	Staphylococcus aureus M0182	homo sapiens	NA	NA	NA	NA	2736	NA	allpaths v. R48319	SAMN02325243	M0182	NA	NA	Scaffold	4	327765	NA	33	115	25	24	98.11	0.39	v1.2.3	PRJNA216288	NA	homo sapiens	human
GCF_000553285.1	Staphylococcus aureus M0184	homo sapiens	sputum	NA	NA	NA	2878	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325245	M0184	NA	NA	Scaffold	4	388141	NA	33	114	21	19	98.55	0.33	v1.2.3	PRJNA216290	NA	homo sapiens | sputum	human
GCA_000553285.1	Staphylococcus aureus M0184	homo sapiens	sputum	NA	NA	NA	2739	NA	allpaths v. R48319	SAMN02325245	M0184	NA	NA	Scaffold	4	388141	NA	33	114	21	19	98.55	0.33	v1.2.3	PRJNA216290	NA	homo sapiens | sputum	human
GCF_000531155.1	Staphylococcus aureus M0190	homo sapiens	nares	NA	NA	NA	2878	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47784	SAMN02325672	M0190	NA	NA	Scaffold	3	400292	NA	33	143	20	13	98.52	0.39	v1.2.3	PRJNA216721	NA	homo sapiens | nares	human
GCA_000531155.1	Staphylococcus aureus M0190	homo sapiens	nares	NA	NA	NA	2745	NA	allpaths v. R47784	SAMN02325672	M0190	NA	NA	Scaffold	3	400292	NA	33	143	20	13	98.52	0.39	v1.2.3	PRJNA216721	NA	homo sapiens | nares	human
GCF_000553385.1	Staphylococcus aureus M0191	homo sapiens	nares	NA	NA	NA	2889	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48252	SAMN02325250	M0191	NA	NA	Scaffold	6	172469	NA	33	96	44	43	98.55	0.35	v1.2.3	PRJNA216295	NA	homo sapiens | nares	human
GCA_000553385.1	Staphylococcus aureus M0191	homo sapiens	nares	NA	NA	NA	2742	NA	allpaths v. R48252	SAMN02325250	M0191	NA	NA	Scaffold	6	172469	NA	33	96	44	43	98.55	0.35	v1.2.3	PRJNA216295	NA	homo sapiens | nares	human
GCF_000360325.1	Staphylococcus aureus M0192	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2826	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R41689	SAMN00792139	M0192	NA	NA	Scaffold	2	745444	NA	33	166	7	4	98.55	0.33	v1.2.3	PRJNA88585	NA	homo sapiens | genome sequencing of mrsa	human
GCA_000360325.1	Staphylococcus aureus M0192	homo sapiens	NA	NA	genome sequencing of mrsa	NA	2680	NA	allpaths v. R41689	SAMN00792139	M0192	NA	NA	Scaffold	2	745444	NA	33	166	7	4	98.55	0.33	v1.2.3	PRJNA88585	NA	homo sapiens | genome sequencing of mrsa	human
GCF_000553425.1	Staphylococcus aureus M0194	homo sapiens	sputum	NA	NA	NA	2969	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R48319	SAMN02325252	M0194	NA	NA	Scaffold	3	502825	NA	33	113	39	36	98.11	0.39	v1.2.3	PRJNA216297	NA	homo sapiens | sputum	human
GCA_000553425.1	Staphylococcus aureus M0194	homo sapiens	sputum	NA	NA	NA	2826	NA	allpaths v. R48319	SAMN02325252	M0194	NA	NA	Scaffold	3	502825	NA	33	113	39	36	98.11	0.39	v1.2.3	PRJNA216297	NA	homo sapiens | sputum	human
GCF_000531215.1	Staphylococcus aureus M0195	homo sapiens	hip joint fluid	NA	NA	NA	2906	Best-placed reference protein set; GeneMarkS-2+	allpaths v. R47729	SAMN02325673	M0195	NA	NA	Scaffold	6	196838	NA	33	142	48	22	98.55	0.47	v1.2.3	PRJNA216722	NA	homo sapiens | hip joint fluid	human
